e_startdate,a_id,firstname,lastname,number_of_paintings
1912,2432,Angèle,Delasalle,1
1912,2436,William Julien Émile Édouard,Laparra,1
1912,2440,Louis,Legrand,1
1912,2444,Henry,Moret,1
1912,2451,Georges Antoine,Rochegrosse,1
1912,2453,Fernand,Sabatté,1
1912,2455,Raymond,Woog,1
1912,2469,Gustave,Bamberger,1
1912,2477,Vilhelm Emanuel,Behm,1
1912,2499,Oscar,Björck,1
1912,2519,Nikolay,Andreyev,1
1912,2523,Grigorij Michajlovič,Bobrovskij,1
1912,2538,Siebe Johannes ten,Cate,1
1912,2552,Charles-Lucien,Léandre,1
1912,2578,Walter,Vaes,1
1912,2581,J. C. van,Epen,1
1912,2585,Ernesto,De Fiori,1
1912,2586,Jean,Jovenau,1
1912,2595,Alek'sandr,T'amanyan,1
1912,2603,Arianus,Van Zeegen,1
1912,2604,Ferenc,Olgyay,1
1912,2606,William,Degouve de Nuncques,1
1912,2613,Vilmos,Perlrott-Csaba,1
1912,2618,Otto,Ackermann,1
1912,2637,Mattheus Josephus,Lau,1
1912,2641,Sébastien,Bourdon,1
1912,2648,Jean-Baptiste,Greuze,1
1912,2665,Horace,Vernet,1
1912,2668,Ottilie Wilhelmine,Roederstein,1
1912,2669,Géza,Bornemisza,1
1912,2675,St. Herburt R. von,Felsz-Fynski,1
1912,2681,Karl,Diem,1
1912,2685,Julius,Jungheim,1
1912,2686,Eugen,Kerschkamp,1
1912,2689,Alfred,Mohrbutter,1
1912,2695,Heinrich,Vogeler,1
1912,2696,Heinrich Wilhelm,Wulff,1
1912,2710,Ottilie,Reyländer-Böhme,1
1912,2723,Otto von,Faber du Faur,1
1912,2747,Otto von,Wätjen,1
1912,2793,Wenzel,Wirkner,1
1912,2796,Ludwig von,Zumbusch,1
1912,2805,Maurice,Blieck,1
1912,2807,Albert,Ciamberlani,1
1912,2812,Henri de,Braekeleer,1
1912,2818,Pierre Jacques,Dierckx,1
1912,2823,Victor Olivier,Gilsoul,1
1912,2837,Constant,Montald,1
1912,2838,Albert,Pinot,1
1912,2843,Frans,Smeers,1
1912,2846,Joseph,Stevens,1
1912,2854,Georges Van,Zevenberghen,1
1912,2871,Richard,Lauda,1
1912,2874,Robert,Obtresal,1
1912,2878,József,Koszta,1
1912,2923,Jean,Béraud,1
1912,2929,Jules,Chéret,1
1912,2954,Joseph,Trevoux,1
1912,2955,Louis-Ferdinand,Antoni,1
1912,2963,Jean-Adolphe,Chudant,1
1912,2965,Georges Jules Victor,Clairin,1
1912,2988,Albert Gabriel,Rigolot,1
1912,3017,Friedrich von,Radler,1
1912,3056,Jeanne,Forain,1
1912,3061,Antoine-Louis,Barye,1
1912,3070,Aleksander,Beygul,1
1912,3086,Theodor,Alt,1
1912,3087,Eduard,Anderson,1
1912,3088,Emil,Beer,1
1912,3089,Oswald,Boche,1
1912,3091,Juliet,Brown,1
1912,3095,Helen,Hessel,1
1912,3096,Erwin,Hass,1
1912,3097,Carl,Henningsen,1
1912,3098,Ernst Gustav,Jaeger,1
1912,3099,Julian,Klein von Diepold,1
1912,3102,Karl,Lange,1
1912,3115,Berta,Schütz,1
1912,3116,Ernst Karl,Stahl,1
1912,3122,Walter,Virchow,1
1912,3124,Clara,Witte-Pelz,1
1912,3155,Charles Paul,Renouard,1
1912,3179,Gaston,Prunier,1
1912,3203,Robert,Fink,1
1912,3206,T. Frantisek,Simon,1
1912,3214,Alwin,Arnegger,1
1912,3216,Heiner,Bauer,1
1912,3219,Anton,Bischof,1
1912,3234,Martha,Clauss,1
1912,3235,Richard,Colin,1
1912,3237,Alexander,Desclabissac,1
1912,3240,Agathe,Doposcheg-Schwabenau,1
1912,3242,Carl,Dotzler,1
1912,3249,C. Fritz,Faber,1
1912,3251,Margarethe,Friedrich,1
1912,3253,Fritz,Gartz,1
1912,3254,Anna Sophie,Gasteiger,1
1912,3257,Elisabeth,Gonzalez-Larrinaga,1
1912,3259,Ida,Hacke,1
1912,3268,Lisbeth,Lommel,1
1912,3275,Valerie,May-Hülsmann,1
1912,3277,Elfriede,Mayer,1
1912,3278,Frida von,Moellendorff,1
1912,3279,Ernst,Müller-Bernburg,1
1912,3280,Charlotte,Naumann,1
1912,3288,Hela,Peters,1
1912,3289,Alfred,Pfenninger,1
1912,3292,Thomas,Schaffelhuber,1
1912,3294,Sophie,Scheve,1
1912,3301,Otto,Ottmar,1
1912,3302,Wenzel,Radimsky,1
1912,3322,Piero,Focardi,1
1912,3323,Ferdinando,Ramponi,1
1912,3325,Guido,Cinotti,1
1912,3329,Carlo,Prada,1
1912,3331,Mario,Segantini,1
1912,3333,Filiberto,Minozzi,1
1912,3339,Erwin,Schweitzer,1
1912,3341,Robert Anning,Bell,1
1912,3342,Ludolph,Trautmann,1
1912,3344,Ludwig,Voss,1
1912,3345,Gertrud,Wagenführ,1
1912,3346,Hans,Wagner,1
1912,3347,Rudolf,Weber,1
1912,3348,Luise,Weitnauer,1
1912,3349,Max,Wolffhügel,1
1912,3350,Oscar,Ziegenfuss,1
1912,3351,Minna,Zimmermann,1
1912,3358,Federico,Zandomeneghi,1
1912,3437,Oswald,Achenbach,1
1912,3448,Jean-Léon,Gérôme,1
1912,3451,Ludwig,Knaus,1
1912,3475,Frieda,Konstantin,1
1912,3482,M.,Martinkova,1
1912,3485,Emil,Schovánek,1
1912,3494,Jan,Skramlík,1
1912,3496,Josef,Bárta,1
1912,3497,Imre,Bácskai,1
1912,3501,Alphonse,Mucha,1
1912,3506,František,Ženíšek,1
1912,3509,František Bohumil,Doubek,1
1912,3512,František,Dvořák,1
1912,3514,Jína,Rživnatzová,1
1912,3515,Anina,Neytková,1
1912,3517,Vít,Skála,1
1912,3518,Vil.,Trsek,1
1912,3519,František Antonín,Jelínek,1
1912,3524,František,Jakub,1
1912,3525,B.,Peroutka,1
1912,3553,Ferdinand,Prokop,1
1912,3554,A.,Sequensová,1
1912,3555,Milada,Šindlerová,1
1912,3557,Jaroslav František,Věšín,1
1912,3629,Miloš,Slovák,1
1912,3630,Josef,Bašek,1
1912,3631,Ondřej,Harlas,1
1912,3632,Marie,Chodounská,1
1912,3633,Václav,Souček,1
1912,3634,M.,Čechová,1
1912,3635,Josef,Jelínek,1
1912,3636,Božena,Vohánková,1
1912,3637,Ferdinand,Herčík,1
1912,3638,Fanči,Jeřábková,1
1912,3643,Jindřich,Bubeniček,1
1912,3654,Jiři,Stibral,1
1912,3656,J.,Fuka,1
1912,3658,Fina,Rživnatzova,1
1912,3661,Fran,Tratnik,1
1912,3664,Oldřich,Koníček,1
1912,3667,František,Kysela,1
1912,3680,Vally,Friedmann,1
1912,3685,René,Billotte,1
1912,3686,Arthur Henri Christiaan,Briët,1
1912,3688,Alexander Kellock,Brown,1
1912,3691,Robert McGown,Coventry,1
1912,3706,Ernst,Hardt,1
1912,3719,Peder Severin,Krøyer,1
1912,3730,William,Nicholson,1
1912,3738,Leonhard,Sandrock,1
1912,3741,Carl,Spitzweg,1
1912,3743,Albert,Stagura,1
1912,3745,Fritz,Thaulow,1
1912,3746,Grosvenor,Thomas,1
1912,3751,Eduard,Zetsche,1
1912,3753,Margarete,Havemann,1
1912,3754,Edmond Charles Théodore,Milcendeau,1
1912,3763,Augusta von,Zitzewitz,1
1912,3769,Sándor,Kolbay,1
1912,3784,G. F.,Kashmensky,1
1912,3824,Josef,Gočár,1
1912,3826,Josef,Chochol,1
1912,3841,Willy,Tiedjen,1
1912,3868,Joachim von,Bülow,1
1912,3891,Sándor,Sárréti Daróczy,1
1912,3897,Emil,Preetorius,1
1912,3910,Eduard,Ameseder,1
1912,3913,Ludwig,Sigmundt,1
1912,3927,Elemér,Színes,1
1912,3929,Cornelis,Kuypers,1
1912,3934,János,Tábor Tauphert,1
1912,3953,József,Völkel,1
1912,3956,Maria,Versebe,1
1912,3981,Robert,Little,1
1912,3989,James Garden,Laing,1
1912,3996,John,Muirhead,1
1912,4006,Jean-Baptiste,Carpeaux,1
1912,4057,Johan,Johansson,1
1912,4064,Prosper,Colmant,1
1912,4074,Huib,Luns,1
1912,4116,Leo,Prochownik,1
1912,4125,Hermann,Sandkuhl,1
1912,4145,Louis,Mark,1
1912,4169,Erich,Waske,1
1912,4198,Franz Wilhelm Maria,Deutmann,1
1912,4200,Jacob,Dooyewaard,1
1912,4202,Jean Ferdinand,Chaigneau,1
1912,4203,John Robert Keitley,Duff,1
1912,4206,Salomon,Garf,1
1912,4215,Theo,Goedvriend,1
1912,4267,Jan Hendrik Willem Maurits,Schreuder van de Coolwijk,1
1912,4270,"Willem, the elder",Steelink,1
1912,4272,Louis Willem van,Soest,1
1912,4273,Emanuel Ernest Van Der,Ven,1
1912,4278,Herman Johannes van der,Weele,1
1912,4282,Jacob Abraham,Zon,1
1912,4283,Willem de,Zwart,1
1912,4305,Ilka,Frankelné Vozáb,1
1912,4339,Paul,Chabas,1
1912,4344,Pierre,Lagarde,1
1912,4345,Albert,Maignan,1
1912,4351,Pierre,Bracquemond,1
1912,4354,Ferdinand-Jules-Albert,Gosselin,1
1912,4361,Jean Henri,Zuber,1
1912,4366,Henri,Zo,1
1912,4369,Charles C. J.,Hoffbauer,1
1912,4371,Louis Emile,Adan,1
1912,4374,Juan,Cardona y Tío,1
1912,4382,Léon,Cauvy,1
1912,4393,Eugène Henri Alexandre,Chigot,1
1912,4419,Louis-Marie,Désiré-Lucas,1
1912,4421,Alfred-Pierre,Agache,1
1912,4424,Emile,Friant,1
1912,4425,Paul,Mathey,1
1912,4429,Francis,Tattegrain,1
1912,4433,Robert Buchan,Nisbet,1
1912,4435,Frederick Carl,Frieseke,1
1912,4444,Jeno,Jendrassik,1
1912,4449,Ignac,Ujvary,1
1912,4451,Wilhelm Victor,Krausz,1
1912,4462,Imre,Knopp,1
1912,4469,Lajos,Deák-Ébner,1
1912,4473,Oscar,Mendlick,1
1912,4481,Andor,Boruth,1
1912,4483,Ede,Balló,1
1912,4484,Tivadar,Zemplényi,1
1912,4486,Istvan,Bosznay,1
1912,4488,Oliver,Hall,1
1912,4493,Horace Mann,Livens,1
1912,4494,Arthur Douglas,Peppercorn,1
1912,4496,Charles S.,Ricketts,1
1912,4498,William,Strang,1
1912,4521,Gyula,Stetka,1
1912,4663,Karl,Klimsch,1
1912,4676,Bertalan,Karlovszky,1
1912,4726,Vilmos,Mátrai,1
1912,4733,Anton,Schönmann,1
1912,4735,Kitty Lange,Kielland,1
1912,4744,Halfdan Frithjof,Strom,1
1912,4745,Henni,Lehmann,1
1912,4749,Christian,Skredsvig,1
1912,4843,M. I.,Divova,1
1912,4844,Boris Alekseevič,Ferdinandov,1
1912,4869,Nikolaj Petrovič,Bogdanov-Bel'skij,1
1912,4907,Julius,Paulsen,1
1912,4908,Peter Vilhelm,Ilsted,1
1912,4914,Albert,Edelfelt,1
1912,4940,Jacobus Simon Hendrik,Kever,1
1912,4954,Bernardus Johannes,Blommers,1
1912,4957,Johann Zoetelief,Tromp,1
1912,5005,Franziska,Esser-Reynier,1
1912,5033,Théodore Caruelle d',Aligny,1
1912,5034,,Baghetti,1
1912,5036,Henri Charles Antoine,Baron,1
1912,5041,Antoine,Béranger,1
1912,5048,Marie,Bracquemond,1
1912,5049,Jacques Raymond,Brascassat,1
1912,5077,Ernő,Barta,1
1912,5084,Victor,Vincelet,1
1912,5091,,Gardet,1
1912,5092,François-Joseph,Heim,1
1912,5117,Vassily Vassilyevic,Evreinov,1
1912,5149,Nicolas-Auguste,Hesse,1
1912,5150,Henri,Grevedon,1
1912,5164,Evgeny Konstantinovich,Pskovitinov,1
1912,5189,Jean,Jongk'ng,1
1912,5190,,Adam,1
1912,5191,Charles,Bourgeois,1
1912,5192,,de Vivien,1
1912,5193,,Vodo,1
1912,5199,,Holliet,1
1912,5200,Jean Antoine,Pinchon,1
1912,5201,Lizinka Aimée Zoe de,Mirbel,1
1912,5204,Ivan Petrovich,Dalheim,1
1912,5205,Auguste,Desarnod,1
1912,5208,,Mitoire,1
1912,5211,Louis Marie,Sicard,1
1912,5214,,Drolling,1
1912,5231,Isidore,Pils,1
1912,5233,Anne-Louis,Girodet de Roucy-Trioson,1
1912,5234,Philippe Auguste,Jeanron,1
1912,5239,Jean-Baptiste,Regnault,1
1912,5240,Léon,Riesener,1
1912,5247,,Estachon,1
1912,5249,N. de,Forbin-Janson,1
1912,5250,Louis,Français,1
1912,5251,Louis,Hersent,1
1912,5253,Ary,Scheffer,1
1912,5258,Jacques Antoine Marie,Lemoine,1
1912,5260,Ecole de Millet,anonymous:,1
1912,5272,Paul-Michel,Dupuy,1
1912,5280,Jules-Abel,Faivre,1
1912,5313,Lucien-Victor,Guirand de Scévola,1
1912,5320,William Samuel,Horton,1
1912,5333,Rene Camille Jean Juste,Rene-Juste,1
1912,5336,Gerald Festus,Kelly,1
1912,5377,Byam,Shaw,1
1912,5379,Westley,Manning,1
1912,5387,Grace,Westray,1
1912,5395,James Levin,Henry,1
1912,5397,Moffat Peter,Lindner,1
1912,5405,Archibald Standish,Hartrick,1
1912,5414,Charles,Stabb,1
1912,5426,Alfred,Hofmann,1
1912,5465,Otto,Gussmann,1
1912,5466,Margarete,Hamens,1
1912,5486,Otto von,Thoren,1
1912,5493,Alfred William,Parsons,1
1912,5538,Giacomo,Favretto,1
1912,5541,Maurice,Greiffenhagen,1
1912,5551,Hermann,Junker,1
1912,5560,Richard Parkes,Bonington,1
1912,5582,James Wilson,Morrice,1
1912,5587,Otto,Propheter,1
1912,5640,Joakim,Skovgaard,1
1912,5728,Gertrud,Schäfer,1
1912,5756,Silvio Giulio,Rotta,1
1912,5761,Glyn Warren,Philpot,1
1912,5763,Frank W.,Carter,1
1912,5774,John Quincy,Adams,1
1912,5795,Henri Jules Ferdinand,Bellery-Defonaines,1
1912,5819,Harald,Brun,1
1912,5834,Jean Francis,Auburtin,1
1912,5837,Joseph,Baile,1
1912,5842,Marcel André,Baschet,1
1912,5853,Cesare,Bertolotti,1
1912,5855,Aureliano,Beruete,1
1912,5874,Émile,Boulard,1
1912,5878,Heinrich,Brüne,1
1912,5896,Raphaël,Collin,1
1912,5922,Henri Aimé,Duhem,1
1912,5934,Jehudo,Epstein,1
1912,5945,Arthur,Feudel,1
1912,5962,Alessandro,Gallotti,1
1912,5978,Auguste François-Marie,Gorguet,1
1912,5981,Theodor,Grätz,1
1912,6013,Gerke,Henkes,1
1912,6018,Eugenio,Hermoso Martínez,1
1912,6019,Miguel,Hernández Nájera,1
1912,6038,Jan,Hoynk van Papendrecht,1
1912,6045,Pavle,Ioanowits,1
1912,6047,Marie,Jacques,1
1912,6057,Joseph,Jungwirth,1
1912,6059,Anton Hans,Karlinsky,1
1912,6060,Eduard,Kasparides,1
1912,6062,Adolf,Kaufmann,1
1912,6097,Lars,Jorde,1
1912,6104,Magnhild Karoline,Haavardsholm,1
1912,6105,Hans,Larwin,1
1912,6109,Alice,Léotard,1
1912,6127,Eugène,Loup,1
1912,6145,Enrique,Martínez Cubells y Ruiz,1
1912,6151,Emo,Mazzetti,1
1912,6153,Eliseo,Meifrén y Roig,1
1912,6158,Silvio,Sartori,1
1912,6176,Jules,Merckaert,1
1912,6178,Frans Pieter,Ter Meulen,1
1912,6198,Franz,Multerer,1
1912,6201,Frank,Mura,1
1912,6206,Reinhold,Norstedt,1
1912,6211,Lazzaro,Pasini,1
1912,6220,Louis,Picard,1
1912,6221,Evert,Pieters,1
1912,6240,Heinrich,Rauchinger,1
1912,6285,Martinus,Schildt,1
1912,6311,Samu,Popper,1
1912,6338,Max,Suppantschitsch,1
1912,6339,André,Sureda,1
1912,6355,Heinrich,Tomec,1
1912,6357,Étienne,Tournès,1
1912,6371,Paul,Vayson,1
1912,6372,Carlos,Vázquez Ubeda,1
1912,6382,Alfred,Wahlberg,1
1912,6397,Ferdinand,Willaert,1
1912,6398,Fritz von,Wille,1
1912,6409,Karl,Ziegler,1
1912,6410,Alfred,Zoff,1
1912,6422,Ferdinand,Brunner,1
1912,6443,Léon-Augustin,Lhermitte,1
1912,6475,Julius von,Blaas,1
1912,6478,Leo Bernhard,Eichhorn,1
1912,6479,Oswald,Grill,1
1912,6481,Otto,Herschel,1
1912,6485,Thomas,Leitner,1
1912,6487,Max von,Poosch,1
1912,6488,Karl Ludwig,Prinz,1
1912,6491,Othmar,Ružička,1
1912,6492,Viktor,Scharf,1
1912,6493,Nikol,Schattenstein,1
1912,6533,József,Nemes Lampérth,1
1912,6540,Otto,Höger,1
1912,6558,Wynford,Dewhurst,1
1912,6559,Johann Georg,Dreydorff,1
1912,6560,Joaquim,Mir Trinxet,1
1912,6574,Henry,Bishop,1
1912,6584,Norma,Labouchere,1
1912,6629,István,Pál,1
1912,6651,Paul,Weiser,1
1912,6654,Felix,Borchardt,1
1912,6663,Modeste,Huys,1
1912,6676,Sándor,Beregi,1
1912,6741,Percy Francis,Gethin,1
1912,6749,Georges,Ballot,1
1912,6750,Emmanuel Michel,Benner,1
1912,6753,Paul,Buffet,1
1912,6756,Léon,Delachaux,1
1912,6758,Victoria,Fantin-Latour,1
1912,6759,Marie Genevieve,Duhem,1
1912,6761,Henri-Louis,Foreau,1
1912,6770,Charles Frédéric,Lauth,1
1912,6772,Antonio Georges,Lopisgich,1
1912,6780,Henri Paul,Royer,1
1912,6783,Eugène,Trigoulet,1
1912,6815,Pál,Thoroczky,1
1912,6817,Elek,Kováts,1
1912,6823,Nelson,Dawson,1
1912,6836,Thea,Proctor,1
1912,6840,Anna,Airy,1
1912,6842,Geoffrey Buckingham,Pocock,1
1912,6846,Katharine,Turner,1
1912,6849,Edna,Clarke Hall,1
1912,6860,Gerald,Summers,1
1912,6861,William Edward,Fox,1
1912,6864,Joseph,Crawhall,1
1912,6872,Robert James,Enraght-Moony,1
1912,6874,Edward Barnard,Lintott,1
1912,6876,Margory,Brend,1
1912,6883,Charles Henry Collins,Baker,1
1912,6893,Guy Bevan,Alexander,1
1912,6902,Fletcher James,Mercer,1
1912,6903,Arthur,Streeton,1
1912,6905,Sylvia Frances,Milman,1
1912,6911,Jan,Strang,1
1912,6930,Diana,White,1
1912,6940,André,Cluysenaar,1
1912,6983,Arthur,Knauer,1
1912,6989,Jan,Oeltjen,1
1912,7024,Tom,Robertson,1
1912,7026,Frederic Cayley,Robinson,1
1912,7038,Ethel Harriet,Elder,1
1912,7043,William John,Leech,1
1912,7048,Paula,Lindner,1
1912,7049,Pál,Szemiczey,1
1912,7051,Irén,Novák,1
1912,7063,Helen R.,Lock,1
1912,7069,Tom,Roberts,1
1912,7092,Edith von,Knaffl-Edström,1
1912,7104,Isaac,Rosenberg,1
1912,7116,Malcolm,Milne,1
1912,7131,Hester,Frood,1
1912,7179,Giuseppe,Giusti,1
1912,7183,Mabel,Nicholson,1
1912,7184,Algernon,Talmage,1
1912,7191,Louis,Ginnett,1
1912,7192,Hayley,Lever,1
1912,7197,Elsie,McNaught,1
1912,7199,Ernest,Procter,1
1912,7204,Jean,Inglis,1
1912,7385,Meta,Voigt,1
1912,7413,Rudolf,Ihlee,1
1912,7446,Ludvík,Ehrenhaft,1
1912,7448,Paul,Treulich,1
1912,7486,Heinrich,Gollob,1
1912,7505,Josef,Kellner,1
1912,7512,Erich Albert,Lamm,1
1912,7533,Albert,Geudens,1
1912,7573,Jacques,Martin,1
1912,7667,Henry Emile,Vollet,1
1912,7706,Willem Adriaan van,Konijnenburg,1
1912,7825,Renée,Finch,1
1912,7826,Julius,Olsson,1
1912,7846,Martha,Hofrichter,1
1912,7849,Frederika Henriëtte,Broeksmit,1
1912,7875,Edith D.,Hayes,1
1912,7942,Paul,Schad-Rossa,1
1912,8016,Germain,David-Nillet,1
1912,8019,Georges,Latinis,1
1912,8043,Emile,Motte,1
1912,8094,Margarete,Bernstein-Landsberg,1
1912,8107,Otto,Döring,1
1912,8112,Carl,Fincke,1
1912,8133,Carl,Werlemann,1
1912,8240,Ricard,Canals Llambí,1
1912,8286,Gustave,Leheutre,1
1912,8300,Werner,Hahn,1
1912,8307,Ludwig,Kainer,1
1912,8308,Kurt,Kroner,1
1912,8317,Erich,Schilling,1
1912,8318,Max,Schwarzer,1
1912,8338,Ambrogio Antonio,Alciati,1
1912,8343,Umberto,Moggioli,1
1912,8355,Pietro,Lucano,1
1912,8368,Ramón de,Zubiaurre,1
1912,8372,Aline Sybil,Bridge,1
1912,8476,Antonius Johannes,Kristians,1
1912,8479,Robert,Lotiron,1
1912,8501,André,Verdilhan,1
1912,8506,Giraldo Eduardo,Lobo De Moura,1
1912,8507,Terrick,Williams,1
1912,8550,Béla,Müller,1
1912,8555,Rezső,Halász Hradil,1
1912,8578,Gabriella,Fabbricotti,1
1912,8585,Edward Atkinson,Hornel,1
1912,8650,Oswald Hornby Joseph,Birley,1
1912,8667,Harold,Speed,1
1912,8672,Lionel,Walden,1
1912,8682,Kate,Sargint,1
1912,8685,Robert,Fowler,1
1912,8694,Nikolaj Viktorovich,Gagarin,1
1912,8714,"Jean, the younger",Benner,1
1912,8784,Auguste Théodore,Desch,1
1912,8796,Johannes Martin,Grimelund,1
1912,8827,J. Alfonso,Toft,1
1912,8906,James,Kay,1
1912,8907,Michel,Korochansky,1
1912,8915,Michail Fedorovič,Šemjakin,1
1912,8945,Margarethe Luise,Blahy,1
1912,9000,Louis,Le Poittevin,1
1912,9021,Philippe,Derchain,1
1912,9046,Constantin,Trovant,1
1912,9059,Hilda,Fearon,1
1912,9065,Alfred Joseph,Pazolt,1
1912,9083,Nicolas François,Dun,1
1912,9142,Léon,Barillot,1
1912,9148,Hippolyte Dominique,Berteaux,1
1912,9150,Louis François,Biloul,1
1912,9151,Emile,Boeswillwald,1
1912,9164,,"anonymous: german, 19th c.",1
1912,9165,Johann Wilhelm,Schirmer,1
1912,9166,Rudolf,Ribarz,1
1912,9170,Rudolf Friedrich August,Henneberg,1
1912,9173,Carl,Fichtner,1
1912,9174,Friedrich,Friedlaender,1
1912,9176,Karl Maria,Schwerdtner,1
1912,9177,Heinrich,Kautsch,1
1912,9178,Ludwig,Hujer,1
1912,9179,Stefan,Schwartz,1
1912,9185,Edouard Edmond,Doigneau,1
1912,9187,Ernest,Filliard,1
1912,9192,Charles,Fouqueray,1
1912,9200,Augustin,Hanicotte,1
1912,9210,Gaston,Lecreux,1
1912,9219,Agricol Louis,Montagné,1
1912,9223,Alexandre,Nozal,1
1912,9228,Paul,Renaudot,1
1912,9268,Giuseppe da,Pozzo,1
1912,9273,Luigi,Rossetti,1
1912,9317,Carlo Alberto,Petrucci,1
1912,9343,Anna Adelaide,Abrahams,1
1912,9344,Christiaan Johannes,Addicks,1
1912,9345,Paul,Arntzenius,1
1912,9352,André,Broedelet,1
1912,9365,Frederick,Engel,1
1912,9399,John Frederik,Hulk,1
1912,9410,Arie Marthinus,Luyt,1
1912,9412,Henricus Johannes,Melis,1
1912,9416,Simon,Moulijn,1
1912,9417,Xeno Augustus Franciscus Ludovicus,Munninghoff,1
1912,9421,Frans David,Oerder,1
1912,9423,George,Pletser,1
1912,9424,Benjamin Liepman,Prins,1
1912,9428,Coba,Ritsema,1
1912,9429,Jacob Coenraad,Ritsema,1
1912,9434,Joseph,Seckel,1
1912,9441,Jan Harm,Weijns,1
1912,9451,Dirk,Schäfer,1
1912,9455,Samuel John Lamorna,Birch,1
1912,9459,Laura,Knight,1
1912,9460,Henry Herbert,La Thangue,1
1912,9468,George Fiddes,Watt,1
1912,9469,Walter,West,1
1912,9470,John McLure,Hamilton,1
1912,9532,George Faulkner,Wetherbee,1
1912,9548,Paulus,Bodifée,1
1912,9551,Gerardus Johannes Josephus de,Boer,1
1912,9567,Ludolph Georg Julius,Berkemeyer,1
1912,9572,Charlotte,Boom-Pothuis,1
1912,9599,Coenraad Matthias,Garms,1
1912,9603,Johan,Gebhard,1
1912,9608,Dirk Johannes van,Haaren,1
1912,9611,"Johannes Albertus, II",Hesterman,1
1912,9613,Henri,Heijligers,1
1912,9623,Eva Maria Alida de,Jonge,1
1912,9625,Adriaan,Keus,1
1912,9637,Barend Jan Abraham,Polvliet,1
1912,9643,Alexander Cornelis,Sleeswijk,1
1912,9659,Raffaele,Ragione,1
1912,9669,Georges,Delaw,1
1912,9764,Pilade,Bertieri,1
1912,9767,Gavriil Nikitič,Gorelov,1
1912,9803,Johannes Willem Simon de,Groot,1
1912,9804,Agnieta Cornelia,Gijswijt,1
1912,9825,Jean-Alexis,Achard,1
1912,9827,Félix Joseph,Barrias,1
1912,9828,Eugène Benoît,Baudin,1
1912,9830,Camille Félix,Bellanger,1
1912,9831,Camille,Bernier,1
1912,9832,Cyrille,Besset,1
1912,9833,Ernest,Bordes,1
1912,9834,Léon,Boudot,1
1912,9837,Edouard,Brandon,1
1912,9838,Albert,Bréauté,1
1912,9839,Emile Adélard,Breton,1
1912,9841,Jean Eugène,Buland,1
1912,9842,Eugène,Burgat-Charvillon,1
1912,9843,Charles,Busson,1
1912,9844,Ulysse,Butin,1
1912,9846,Louis Alexandre,Cábie,1
1912,9847,Jacques,Cancaret,1
1912,9849,Paul-Marc-Joseph,Chenavard,1
1912,9850,Léon François,Comerre,1
1912,9852,Louis,Courtat,1
1912,9853,Gustave,Courtois,1
1912,9855,Pierre Emmanuel,Damoye,1
1912,9859,Louis Henri,Deschamps,1
1912,9860,Blaise Alexandre,Desgoffe,1
1912,9861,Ernest Ange,Duez,1
1912,9862,Camille-Emile,Dufour,1
1912,9863,Charles Marie,Dulac,1
1912,9864,Jean Alexandre Joseph,Falguière,1
1912,9865,Jean Baptiste,Fauvelet,1
1912,9867,Marie Auguste,Flameng,1
1912,9868,Jean-Paul,Flandrin,1
1912,9869,Albert-Auguste,Fourié,1
1912,9870,José,Frappa,1
1912,9873,Armand,Gautier,1
1912,9874,Etienne,Gautier,1
1912,9875,Jean,Geoffroy,1
1912,9876,Joseph,Granié,1
1912,9878,Alfred,Guillou,1
1912,9880,Ernest Victor,Hareux,1
1912,9882,Louis Welden,Hawkins,1
1912,9884,Edmond,Hédouin,1
1912,9885,Léon-Pierre,Herpin,1
1912,9887,Gustave Jean,Jacquet,1
1912,9888,Georges,Jeannin,1
1912,9889,Alexis,Kreyder,1
1912,9892,Jean,Laronze,1
1912,9893,Désiré François,Laugée,1
1912,9895,Eugène Antoine Samuel,Lavieille,1
1912,9911,Armand,Leleux,1
1912,9912,Maurice,Lelièvre,1
1912,9920,Johanna,Machwirth,1
1912,9922,Willem (Jbzn),Maris,1
1912,9924,Gustave-Edouard,Le Senechal de Kerdréoret,1
1912,9926,Henri Leopold,Levy,1
1912,9927,Eugène,Lomont,1
1912,9930,Jean Etienne,Maisiat,1
1912,9931,Victor,Marec,1
1912,9933,Auguste Charles,Mengin,1
1912,9934,Louis,Mettling,1
1912,9937,Charles,Monginot,1
1912,9939,Alphonse Alexis,Morlot,1
1912,9940,Victor Louis,Mottez,1
1912,9943,Jean-Baptiste Joseph,Olive,1
1912,9944,J. P. P. Eugène,Pascau,1
1912,9945,Léon Germain,Pelouse,1
1912,9946,Aimé,Perret,1
1912,9947,Marius,Perret,1
1912,9948,Edmond Marie,Petitjean,1
1912,9950,Paul Alexandre,Protais,1
1912,9951,Fernand Just,Quignon,1
1912,9954,Alexandre,Rapin,1
1912,9955,Guillaume Urban,Régamey,1
1912,9965,Edouard Alexandre,Sain,1
1912,9967,Paul,Saïn,1
1912,9968,Gaston Casimir,Saint-Pierre,1
1912,9969,Paul Emile,Sautai,1
1912,9971,Louis Frédéric,Schützenberger,1
1912,9972,Jean,Seignemartin,1
1912,9973,Charles François,Sellier,1
1912,9975,Lucien,Simonnet,1
1912,9977,Lion Louis Antoine,Tanzi,1
1912,9978,Eugène Romain,Thirion,1
1912,9979,Gabriel,Thurner,1
1912,9982,Emile,Troncy,1
1912,9986,Julius Jacobus van de Sande,Bakhuyzen,1
